출원인,출원일,발명의 명칭,Original IPC All,요약,WIPS ON key
Société Anonyme dite: REGIE NATIONALE DES USINES RENAULT,1994-04-15,Seat support for automotive vehicles,B60N-002/00 | B60N-002:06,"Motor vehicle seat support made of a bearing frame on which front forks (13) and rear forks (14) are arranged in order to interact respectively with a fixing rod (3, 4) integral with the floor (11) of the vehicle, each of which forks has a lock (15, 16) which can move in order to immobilise the fork (13, 14) with the corresponding rod, and a means (18, 20) for operating the lock (15, 16) to bring the latter into the unlocked position so as to allow the fork (13, 14) to be disengaged relative to the support rod (3, 4), characterised in that the front and rear forks (13, 14) are carried by two lower guide rails (21, 21') in contact with upper guide rails (22, 22') braced apart by a base (25) for holding the seat. ",1797012000385
C. Rob. Hammerstein GmbH,1993-10-29,Backrest articulation for vehicle seat,B60N-002/22,"The backrest articulation is provided for a vehicle seat with a seat carrier (20) and a backrest which is coupled thereto about a pivot joint (axis 28), and with a locking device (44 to 58) for adjusting the angular position of the backrest (30) with respect to the seat carrier (20). Coupled to the backrest at an articulation point is a locking lever which is at a distance from the pivot joint in the longitudinal direction of the backrest (30). The locking lever (38) has a locking area which extends in the direction of the seat carrier (20) and points to a front edge of this seat carrier. A detachable blocking element (locking lever 52) which interacts with the locking area, is normally in engagement and is assigned an actuation element (actuation lever 56) is provided on the seat carrier (20).",1797007000658
MILSCO MANUFACTURING COMPANY,1992-05-05,Electronic suspension vehicle seat,B60N-002/50 | B60N-002:52,"A sprung seat suspension comprising a base frame (12); a seat carrier frame (14) including height sensor assembly (58); linkage (18) mounted on the base frame (12) and operative to adjustably, vertically support the seat carrier frame (14) with respect to the base frame (12) and including an actuator (78) which strokes the sensor assembly (58) along a path during vertical movement of the seat carrier frame (14). A mover is mounted on the base frame (12) and for adjustably vertically displacing the seat carrier frame (14) from the base frame (12). An extension (22) is connected to the height sensor assembly (58) and the mover for selectively extending the mover. A retractor (24) is connected to the height sensor assembly (58) and the mover for selectively retracting the mover. The sensor assembly comprises a plurality of sensors (SW1-SW7) positioned along the stroke path of the actuator (78) which may be selectively independently activated to selectively activate the extension and retraction as the actuator (78) strokes the sensor assembly (58). ",1796079000236
"KOITO INDUSTRIES, LTD.",1992-05-01,LEG STRUCTURE FOR A SEAT FOR ABSORBING IMPACT ENERGY,B60N-002/42,"A leg structure for constituting a seat by mounting a seat bottom (4) and a seat back (5) on a base frame (3) spanning between front and rear beams (1, 2) in which a diagonal member (8) is caused to extend from the front beam (1) supported by a front leg (6) rearwardly of the lower portion of the seat with a rear leg (9) supporting the rear beam (2) being supportedly fixed substantially to an intermediate position of the diagonal member (8), and in which the lower ends of the front leg (6) and diagonal member (8) are fixed, respectively, to floor side rails via metal fixtures. According to this leg structure, impact energy exerted on the seat can be attenuated by virtue of the material characteristics of the diagonal member (8) itself, i.e. plastic deformation by changing the manner in which the diagonal member (8) and leg portions (6, 9) that constitute the leg structure are coupled together without the addition of particular shock absorbing devices and members, thereby making it possible to improve the safety of the seat, as well as the safety of passengers by reducing the deformation of the seat after shocks having been absorbed. This leg structure can be used as a leg structure for passenger seat mounted on airplanes, automobiles, trains and so forth.",1796079000272
CESA COMPAGNIE EUROPEENNE DE SIEGES POUR AUTOMOBILES,1994-05-05,Seat for motor vehicles,B60N-002/14 | B60R-022:26 | B60R-022:04,"The seat for a vehicle which is intended preferably to be used with a safety belt capable of assuming an active position in which it is able to hold an occupant on his seat with the aid of a strap (S) held by at least one anchoring point (A) and which comprises a seat part (10) with a cushion (11) carried by a framework (12) mounted on an underframe (14), a backrest (20) with a cushion (21) carried by a framework (22) is characterised in that the framework (12) of the cushion (11) of the seat part (10) is mounted on the underframe (14) through the interposition of a turntable (13) so that the cushion (11) of the seat part (10) can turn about an axis (130) between a normal position and a turned, access position and in that an anchoring point (A) of the strap (S) of the safety belt is placed directly or indirectly on the framework (12) of the cushion (11) of the seat part (10). Application to land-based motor vehicles. ",1796079000565
REGIE NATIONALE DES USINES RENAULT S.A.,1993-04-06,Vehicle with a luggage boot comprising a retractable roller blind secured to a foldable rear seat,B60R-005/04 | B60R-021:06 | B60P-007:08,"Vehicle (1) in which the luggage compartment (2) includes a retractable blind and is limited by the backrest (5) of a foldable rear seat (4) and covered by a rigid shelf (3) articulated to the bodywork of the vehicle (1), characterised in that a retractable screen (9) is embedded at the base of the backrest (5) and carries fixing means which cooperate with the bookshelf (3) and with the floor (14). ",1796077000517
"Farinelli, Vittorio | Palazzolo, Caterina",1992-09-19,Safety device for anchoring a passenger short of stature to a vehicle seat provided with a safety belt,B60R-022/10 | B60N-002:28,"The invention relates to a device for fastening a passenger who is short in stature to a vehicle seat provided with a safety belt (C), the safety belt having at least one diagonal length (C1) and one transverse length (C2) when in use. The device according to the invention is composed of a structure (11, 17) to support a passenger who is short in stature laterally in the correct sitting position, which structure remains constantly anchored to the backrest (Sc) and can optionally be set to an operating position, in which, by appropriate means (18/17.6, 14/14.2) the two lengths (C1, C2) of the safety belt (C) which is in use are refracted downwards in accordance with the height of the trunk and the position of the hips of the passenger who is short in stature sitting on (S), or to a rest position, in which it does not hinder adoption of a correct sitting position by a passenger who is of normal stature. ",1796075000601
"Ignaz Vogel GmbH & Co KG, Fahrzeugsitze",1994-09-16,Passenger seat,B60N-002/24 | B60N-002:44,"A passenger seat, preferably for installation in land vehicles, watercraft and aircraft, has a seat base frame which has supporting feet. There can be attached to the supporting feet at least one crossbar which is designed as a box-type spar 1 and has attachment webs 2, 3 connected in one piece thereto. At least one box 4, 5 of the box-type spar 1 is divided by at least one web 6, 7. The web extends from a wall 8, 9 of the box 4, 5, which wall extends horizontally when the box-type spar has been installed, to a wall 10, 11 of the box lying opposite the wall 8, 9. At least one of the walls connected by the web thickens towards the web. ",1796076000115
"Vandamme, Georges",1993-04-30,Armrest for a front seat of a vehicle,B60N-002/46,"The invention relates to an arm rest for a front seat of a vehicle. The arm rest (3) has a framework (5) capable of being interposed between the front seats (1, 2) and which is removable. What is more it includes fastening means (6) capable of bearing at least level with the area (11) at which the back rest (7) and the seat cushion (8) of each front seat meet. Application in the field of car accessories. ",1796072000383
"Ikeda Bussan Co., Ltd.",1993-08-23,Power seat slide device,B60N-002/02 | B60N-002:06,"A power seat slide device comprises a lower rail; an upper rail slidably engaged with the lower rail; an elongate threaded bolt member rotatably carried by the upper rail through first and second supporting members; a nut member connected to the lower and rail and meshed with the bolt member so that rotation of the bolt member about its axis induces a longitudinal movement of the upper rail relative to the lower rail; an electric power device for rotating the bolt member with an aid of electric power; a front shock absorbing member slidably mounted on the bolt member between the first supporting member and the nut member; and a rear shock absorbing member slidably mounted on the bolt member between the second supporting member and the nut member. When the upper rail moves to its rearmost position relative to the lower rail, the front shock absorbing member is compressed by the first supporting member and the nut member, and when the upper rail moves to its frontmost position relative to the lower rail, the rear shock absorbing member is compressed by the second supporting member and the nut member. ",1796071000410
LEAR SEATING CORPORATION,1993-04-28,Child restraint seat including pivotal headrest assembly,B60N-002/30,A child restraint seat (22) is disposed in a cavity (20) of the backrest (14) in an adult passenger seat (10) for restraining a child in a vehicle. The child seat (22) comprises a seat portion (24) pivotal between a folded position recessed in the cavity (20) forming a lower portion of the adult backrest (14) and an unfolded position resting against the adult seat portion (12). A child backrest (26) is disposed in the cavity (20) and pivotal between a first position parallel with the inclined position of the adult backrest (14) and a second child backrest inclined position. The child seat (22) further includes a headrest (54) pivotal in an arcuate path about an axis of the adult backrest (14) between a folded position forming the upper portion of the adult backrest (14) and an unfolded position raised above the backrest (14) and forming an extended child backrest portion (26). ,1796069000374
LEAR SEATING CORPORATION,1993-04-28,Child restraint seat including foam and flex layer combination,B60N-002/30,A child restraint seat (22) is disposed in a cavity (20) of the backrest (14) in an adult passenger seat (10) for restraining a child in a vehicle. The child seat (22) comprises a seat portion (24) pivotal between a folded position recessed in the cavity (20) forming a lower portion of the adult backrest (14) and an unfolded position resting against the adult seat portion (12). A child backrest (26) is disposed in the cavity (20) and pivotal between a first position parallel with the inclined position of the adult backrest (14) and a second child backrest inclined position. The construction includes a suspension system (78) comprising a plurality of resilient torsion bars (80) suspended from a support frame (84) behind the foam material for providing resilient seat support in the adult backrest when the child seat is in its folded position. ,1796069000375
CESA COMPAGNIE EUROPEENNE DE SIEGES POUR AUTOMOBILES,1993-02-16,Seat for motor vehicles,B60N-002/22,"This seat comprises a locking device (60) which is partly carried by one of the fittings (12, 22) and partly by the other of these fittings (12, 22) to block the backrest (20) on the seat cushion (10) in two opposite directions when the backrest occupies at least one of two specific ""normal"" or ""reclined"" positions, so as to be able to absorb and/or transmit significant loads experienced by the seat in the event of impact with a large longitudinal component and which is implemented by a manual control (50) of a blocking mechanism. Application to seats of so-called ""people carrier"" vehicles. ",1796068000410
CESA COMPAGNIE EUROPEENNE DE SIEGES POUR AUTOMOBILES,1993-02-25,Multi-position seat,B60N-002/10 | B60N-002:30 | B60N-002:32 | B60N-002:50,"The seat with frameworks (11, 21) for the seat part (10) and the backrest (20), an underframe (30) and a mechanism (40) interposed between the frameworks, is noteworthy in that the underframe (30) comprises at least one front leg (31), the lower end (311) of which is intended to be fixed to the floor by an articulation (3110) and the other end (312) of which is connected to the reinforcement (21) of the backrest (20) by the interposition of this mechanism (40), and at least one lateral front connecting rod (33), the lower end (331) of which is mounted, for example on the articulation (3110) of the lower end (311) of the front leg (31) and the upper end (332) of which is connected to the reinforcement (11) of the seat part (10) approximately in its middle zone via an articulation (3320), and in that the mechanism (40) comprises two parallel shafts connected by a small connecting rod and two toothed sectors each one mounted on one of these shafts and meshing on one another, which shafts are secured, one of them to the framework (11) of the seat part (10), and the other one to the framework (21) of the backrest (20), the shaft carrying the toothed sector secured to the framework (21) of the backrest (20) being fixed close to the upper end (312) of the front leg (31). Application to motor vehicles. ",1796068000438
CESA COMPAGNIE EUROPEENNE DE SIEGES POUR AUTOMOBILES,1993-07-27,Device for immobilising a movable seat part and use thereof in a headrest,B60N-002/48,"The device is characterised in that it comprises a framework (10), a guide (20), a support (30), a limit stop (40) made of a double rack (41) and of a pinion (42) capable of engaging simultaneously with both sets of toothing (411) on the rack (41) and elastic urging means (50) tending normally to place pinion (42) and rack (41) in engagement. Application to motor vehicle seats for adjustment with just one hand, particularly of a headrest, carrying out unlocking and heightwise and rotational adjustment with a single gesture then relocking by releasing it. ",1796068000570
"Kleinecke, Michael",1994-05-16,Combined carrying case and seat,B60N-002/28 | B60N-003:00,"The invention relates to a carrying case having a basic structure which is less deep than it is wide or high and which can be closed with a lid. The object of the invention is to design carrying cases in a manner such that they can be used as seat elements, enlarging their range of intended uses. This object is achieved by virtue of the fact that a wide outer surface bearing against one wide side of the basic structure is designed as the seat surface and that the basic structure has a dimensional stability up to a weight of at least 360 N acting on the seat surface. ",1796068000648
FIAT AUTO S.p.A.,1992-04-07,"A vehicle seat, particularly for cars",B60N-002/22 | B60N-002:14,"The backrest (3) of the seat has means (7, 8) for articulating it to the structure of the vehicle, the means being a certain distance below the squab (2) and enabling the backrest as a whole to pivot about a substantially horizontal axis (X8) so that the position of the backrest (3) can be adjusted selectively by a general pivoting movement of the backrest (3) about the substantially horizontal axis (X8). The preferred application is to city cars. ",1796066000269
MERCEDES-BENZ AG,1992-07-01,Vehicle seat,B60N-002/30,"The invention relates to a vehicle seat, in particular to a front passenger seat in buses, which can be folded forwards out of its position-of-use against the dashboard of the vehicle in order to temporarily clear the entrance to the vehicle, and, for this purpose is held on the vehicle floor so as to be capable of swivelling by means of its seat frame. In order to ensure the largest possible clearance for entry, the seat frame is constructed as a telescope which reduces its length when moving into the folded-forward position of the seat in such a way that the vehicle seat dips with its seat cushion under the dashboard and thus only the narrow backrest rests against the dashboard. ",1796066000388
CESA COMPAGNIE EUROPEENNE DE SIEGES POUR AUTOMOBILES,1994-05-05,Wrapping seat for vehicle,B60N-002/14 | B60N-002:20 | B60N-002:44,"The sports seat comprising a seat part (10) with a cushion (11) carried by a framework (12) mounted on an underframe (14), a backrest (20) with a cushion (21) carried by a framework (22), and an articulation (30) joining the underframe (14) of the seat part (10) to the framework (22) of the backrest (20) to allow the cushion (21) of the backrest (20) to be pivoted, is characterised in that the framework (12) of the cushion (11) of the seat part (10) is mounted on the underframe (14) through interposition of a rotating plate (13) and in that the seat part and backrest cushions (11, 21) each comprise a surface (110) which matches a complementary surface (210) and which fit into one another at least partially. Application especially to vehicles known as coupes. ",1796067000059
FORD MOTOR COMPANY LIMITED | FORD-WERKE AKTIENGESELLSCHAFT | FORD FRANCE S. A.,1994-04-25,Auxiliary seat for an automotive vehicle,B60N-002/46 | B60N-002:26,"A console assembly for use in an automotive vehicle body passenger compartment is disclosed. The assembly includes a housing member (24) interposed between a pair of seats (12,14) in the vehicle, an armrest member (38) and a bottom member (48) pivotally secured to the housing member (24). The armrest member (38) and bottom member (48) pivot from a first position defining an auxiliary seat to a second position defining a console assembly in the vehicle.",1796067000060
MATRA AUTOMOBILE,1993-02-24,Removable seats for vehicle and vehicle equipped with such seats,B60N-002/00,"The removable seat for a vehicle comprises a seat cushion, a backrest which can be folded down onto the seat cushion by tilting forwards and a substructure secured to the seat cushion and provided with means for removable fixing to the floor of the vehicle. The seat cushion and the backrest include a rigid shell (12, 16) which is open on the user side, containing at least one leaktight pouch (14, 18) provided with means for adjusting the pressure of a gas occupying the pouch. Such a seat can be used particularly in the back rows of seats of a people-carrier-type vehicle. ",1796064000429
ECIA - EQUIPEMENTS ET COMPOSANTS POUR L'INDUSTRIE AUTOMOBILE,1993-07-22,"Actuator for a rail, especially for a vehicle seat",B60N-002/08 | B60N-002:02 | G05G-009:08 | E05F-015:06,"The actuator for controlling a slideway (rail) (10, 11, 12) equipped with a catch with a control (23) for normally immobilising the slideway in the position in which it was placed, and releasing it, comprises a thruster (31, 311, 312) and a linkage (32) with, on the one hand, means (3201) which are secured to the fixed element (11) of the slideway and which are associated with the control (23) and with, on the other hand, a device (3202) which interacts with the means (3201) and which is carried by the movable element (12) of the slideway and which is moved by the thruster (312). Application to the seats of land motor vehicles. ",1796059000704
ADAM OPEL AG,1993-12-16,Automotive vehicle with at least one vehicle seat and an associated children's seat,B60N-002/28,"The invention relates to a motor vehicle having at least one vehicle seat (1) which has mounting devices (2, 3) for a child seat (4), which can be mounted thereon, and at least one airbag in the region of the vehicle seat (1). For a motor vehicle with at least one seat of this kind, the invention propose to provide at least one mounting device (2 or 3) for the child seat (4) with a sensor which reacts to the mounting of the child seat (4) and is intended for deactivating the airbag. By this means it is ensured that when a child is being carried in the child seat (4) the airbag situated in front of the child seat (4) is deactivated. ",1796056000156
SOCIETE INDUSTRIELLE ET COMMERCIALE DE MATERIEL AERONAUTIQUE (SICMA) SOCIETE ANONYME,1994-04-13,Vehicle seat with retractable display in the armrest,B60N-002/46,"The invention relates to a passenger seat for a public transport vehicle - particularly an aeroplane - comprising at least one armrest 1 and at least one individual screen 2 associated with the armrest 1, characterised in that the screen 2 is mounted so that it can be retracted through a slot 3 formed in a top wall 4 of the front part 5 of the armrest 1. ",1796054000100
MILSCO MANUFACTURING COMPANY,1992-05-05,Pivotable seat assembly with latch mechanism,B60N-002/14,"A pivotable seat assembly (1) that is adjustable in fore or aft directions and releasably latchable against pivoting includes a vertical support shaft (2) having a primary abutment (13) thereon. A rotatable support frame (6) is mounted on the support shaft. A carriage (7) is mounted on the rotatable support frame for sliding movement to a limit position. A latch assembly (40) is connected between the support shaft (2) and the rotatable support frame (6) and includes a fixed latch (41), a shiftable latch (42) engageable with the fixed latch, and a biasing spring (29) for biasing the shiftable latch into latching engagement. A primary stop (60) is mounted on the carriage and contactable with the primary abutment (13). A latch actuator (64) is mounted on the carriage for movement into contact with the shiftable latch (42) to disengage it from the fixed latch (41) only after the primary stop (60) contacts the primary abutment (13) to limit stress on the shiftable latch. ",1796051000441
CESA COMPAGNIE EUROPEENNE DE SIEGES POUR AUTOMOBILES,1993-06-02,Seat and its use in a vehicle,B60N-002/32 | B60N-002:10 | B60N-002:20,"The multi-position seat is equipped with a linkage (50) which comprises a connecting rod element (51), a compasses element (52), preferably an elastic urging member (53), as well as limit stops (54) and a stop piece (55), a cam (56) and also a cam follower (57). This linkage slaves the relative displacements of the seat cushion and backrest cushion during changes in their relative positions. Application to so-called ""people carrier"" vehicles. ",1796051000571
CESA COMPAGNIE EUROPEENNE DE SIEGES POUR AUTOMOBILES,1994-10-12,Collapsible auxiliary seat for vehicles,B60N-002/30,"The seat which can be collapsed into a floor (10) where a cavity closed by a movable lid is formed, consists especially of a seat part (21) with a framework (211) which exhibits longitudinal members (2111) and bars (2112) and of a backrest (22) with a framework (221) which exhibits uprights (2211) and crossmembers (2212) and comprises two lateral arms (23) with one end (231), one end (232) connected by a pivot (2320) and an element (233) connected by a pivot (2330), an articulation (24) made of a stationary part (241) and of a mobile part (242), and retaining means (252, 2511). Application to a land motor vehicle of the ""estate car"" type. ",1796046000655
LEAR SEATING CORPORATION,1993-04-28,Child restraint seat including automatic pivot hinge,B60N-002/30,A child restraint seat (22) is disposed in a cavity (20) of the backrest (14) in an adult passenger seat (10) for restraining a child in a vehicle. The child seat (22) comprises a seat portion (24) pivotal between a folded position recessed in the cavity (20) forming a lower portion of the adult backrest (14) and an unfolded position resting against the adult seat portion (12). A child backrest (26) is disposed in the cavity (20) and pivotal between a first position parallel with the inclined position of the adult backrest (14) and a second child backrest inclined position. The child seat (22) further includes a headrest (54) pivotal in an arcuate path about an axis of the adult backrest (14) between a folded position forming the upper portion of the adult backrest (14) and an unfolded position raised above the backrest (14) and forming an extended child backrest portion (26). ,1796041000542
"PLAY, S.A.",1991-09-27,Tiltable child's seat,B60N-002/28,"Comprising a base frame (4) with which there is pivotedly associated the seat(1) by way of a mechanism which locks different tilting positions thereof.This mechanism characterized by two transverse shafts (7 and 9') linked together with a single telescopic column (8') which in its outer member (8'b) fixedly carries the locking control lever (17') of the positions of the seat(1),being this lever terminated at one of its ends in a pin (19"") selectively inserted in one of the orifices (20') shown along the inner member (8'a) of the telescopic column(8').The upper transverse shaft (9') is fixed to the seat (1) with dampening resilient bushings(14') and between the two telescopic members (8'a and 8'b) a selflubricating bushing (34) is arranged for a good and noiseless sliding of said members. ",1796021000352
Société Anonyme dite: REGIE NATIONALE DES USINES RENAULT,1993-09-09,Seat arrangement in a motor vehicle,B60N-002/06 | B60N-002:24,"Arrangement (layout) of seats in the passenger compartment of a motor vehicle, in which one row of three seats (8, 9a, 9b) has lateral seats (9a, 9b) mounted with transverse displacement and leaning up against the portion of transverse wall (10) bounded by the lateral wall (11) of the luggage compartment (14), characterised in that each lateral seat (9a, 9b) carries a means for transverse sliding and a means for longitudinal sliding for bringing the said seat to correspond with arm rests whereas the middle seat (8) is mounted so that it can slide in the direction of the luggage compartment (14) in which it can occupy a stowed position between two retractable seats (25). ",1796018000174
CENTURY PRODUCTS COMPANY,1991-09-05,CHILD'S CAR SEAT WITH LEVEL INDICATOR,G01C-009/02 | G01C-009:10 | B60N-002:28,A positioning device (12) for a car seat (3) indicates when the car seat has been properly positioned in an automobile or on a shopping cart. The positioning device includes a paper backing (14) which is encapsulated in a plastic housing (16). The plastic housing includes a relief projection (20) in the shape of an arc. A ball (24) slides within the relief projection and against the paper backing. Printed information (30) on the paper backing indicates when the seat is in the proper orientation according to the position of the ball.,1796016000042
C. Rob. Hammerstein GmbH,1992-05-27,Vehicle seat with seat height and backrest adjustment,B60N-002/22,"The vehicle seat has a seat component, a backrest (22) which is attached to a seat carrier (20) of the seat component and a device for changing the useable seating surface of the seat component. In order to displace the backrest (22) longitudinally with respect to the seat component, in each case one adjustment device is arranged on the two sides of the seat between the seat carrier (20) and a bearing part (24) of the backrest (22) and an adjustment drive is associated with the said adjustment device. Between the bearing component (24) and the seat carrier (20) an articulated arm (30) is arranged which is coupled on the one hand to the bearing component (24) in a bearing component joint (28) and on the other hand to the seat carrier (20) in a seat carrier joint (32). A transverse connection (34) between the two sides of the seat is provided to transmit the rotational movement for in each case one of these joints (e.g. 32) of the articulated arm (30). The bearing component (24) has a guided holding region (36) which is offset in relation to the bearing component joint (28) transverse with respect to the backrest (22). In the holding region (36), either a rocker (38) is coupled, which rocker is supported at its other end directly or indirectly on the seat carrier (20), or the holding region (36) is guided via a link which has its counterelement in the seat carrier (20). The adjustment drive is arranged on only one side of the seat. ",1796012000244
TOYOTA JIDOSHA KABUSHIKI KAISHA | KYOHO MACHINE WORKS Ltd. | NAKANE KOGYO YUGENGAISYA,1993-08-02,Seat apparatus having movable seat used by worker in installing parts within automobile body,B62D-065/00 | A47C-009:02 | B25H-005:00,"A seat apparatus used by a worker when effecting a job on an automobile is disclosed. The seat apparatus includes: a two-axis support device (20, 22, 24) located above a horizontal feed path of an automobile body, for supporting a suspension carriage (26) such that the carriage is movable in a substantially horizontal plane; a hanger arm (34; 100; 120) attached to the suspension carriage; and a seat member (40) provided on a lower end portion of the hanger arm which can enter the automobile body through its side opening, in a direction perpendicular to the feed path of the body. The seat member on which the worker sits is movable with the suspension carriage in the direction perpendicular to the feed path, and is thus selectively located in a retracted position outside the automobile body, or a working position inside the automobile body, at which the worker is able to effect the job. ",1796010000005
"BEAMISH, Claudia Hamilton | DERRINGTON, Michael Anthony Leslie",1992-04-07,TRANSPORTABLE SEAT,B62B-007/12,"A transportable seat (1) which can be coupled either to a car frame (30) or a buggy frame (50) and may also be locked selectively onto the car frame, the car frame being of the type that can be anchored to a car by a harness or conventional safety belt (44, 45).",1796007000517
"MAHLKOW, Gerhard",1990-10-11,CAR SEAT,B60N-002/44,"A car seat comprises a frame (1), which is preferably upholstered and which forms a sitting surface (2) and a back-rest (3). For secure positioning of objects (5), at least the sitting surface (2) is connected to a retaining device (4) which prevents objects (5) placed on the sitting surface from falling or slipping off, and the retaining device (4) has a retaining element (6), at least in the front region of the sitting surface (2) viewed in the direction of motion, which can be brought from a rest position (7) below or approximately in the plane of the sitting surface (2) into a working position (8) above the plane of the sitting surface (2) in which it can be stopped.",1796007000544
SUZUKI MOTOR CORPORATION,1989-09-04,Seat construction for use in vehicle,B60N-002/14 | B60J-005:06,"A seat construction for a vehicle (3) includes a driver's seat (4) angularly movable about a generally vertical axis toward an entrance/exit opening formed in a side portion of a vehicle body. When a sliding driver door (2) is opened, the driver's seat (4) is angularly moved toward the entrance/exist opening, so that the driver can easily get in and off the vehicle. An open area of the entrance/exist opening, available when the sliding driver door (2) is opened, is disposed slightly forwardly, and therefore the angle of angular movement of the driver's seat (4) required for the driver to get in and off the vehicle (3) can be relatively small.",1795082000082
Dunlop Cox Ltd,1990-12-21,Vehicle seat slide,B60N-002/06,"A vehicle seat slide comprising an upper, movable member (2;102) carrying a seat and a lower, fixed member (4;104) having the same shape and configuration, one member being inverted with respect to the other. The upper member (2;102) has two downwardly-facing surfaces (70,80;110,126) each supported on balls (22,22';140,140') in two ball races and the lower member (4;104) has two upward-facing surfaces (70',80';110',126') each supporting the balls in the two ball races.",1795082000249
GEBR. ISRINGHAUSEN,1990-09-06,CAR SEAT,B60N-002/52,"A pneumatically cushioned car seat has an electronic control system which controls at least the air valves of the pneumatic spring (4) in function of the amplitude of vibration of the vibrating system. Only one amplitude sensor is used to produce an electrical diagram which is an exact and simultaneous trace of the amplitudes of vibration, which is applied permanently to the input of a microprocessor (11) and which can therefore be compared, in constantly-repeated program runs, with preset and possibly variable event target values when the seat is in operation.",1795082000273
"GESTIND-M.B."" MANIFATTURA DI BRUZOLO"" S.P.A",1992-08-11,A headrest for motor vehicle seats,B60N-002/48,"A headrest (19 for motor vehicle seats (S), wherein the support rods (8) are frictionally slidable through respective bushes (15) in turn engaged within respective tubular elements (16) adapted to be inserted in the seat back (S). Each support rod is provided inferiorly with a notch (14) defining a maximum-height position for the body (2) of the headrest (1), and each bush (15) carries a sliding pressure member (25) which is urged into slidable contact against the corresponding rod (8) under the action of a spring (26). The pressure member (25) is engageable in the notch (14) of the support rod (8) in the maximum-height position of the body (2), and can be disengaged by means of a control push button (27) positioned at the top of the seat back (S). ",1795083000198
AlliedSignal Limited,1991-01-16,Vehicle seat safety arrangements,B60R-022/26 | B60N-002:42,"A vehicle seat (1) with a reclining seat back (2) carries a seat belt webbing retractor (11) from which the webbing (15) passes around a guide roller (13) carried by the reclining seat back before passing upwards within the seat back to emanate at approximately shoulder height at a point of the seat back such that tension in the belt (15) results in a force component tending to oppose the movement about a tilt axis (3) of a forward force exerted by an occupant the mechanism including webbing pretensioning means (16,17,18) responsive to vehicle deceleration to pretension the webbing and also actuate a tilting mechanism (4,14,20) of the seat to rearwardly angularly move the seat back in anticipation of a crash condition. ",1795076000225
LEAR SEATING ITALIA S.p.A.,1992-05-26,Double articulation for the folding backrest of a rear seat for motor vehicles,B60N-002/36,"A rear seat for a motor vehicle includes a squab (2), the front of which is articulated to the motor-vehicle body, and a backrest (5) connected to the body. The backrest (5) can adopt a vertical position of normal use, a first lowered position in which it bears on the squab (2), and a second lowered position in which it bears directly on the floor (3) after the squab (2) has been pivoted forwards. A double articulation which enables the backrest (5) to be put into these positions includes two articulation pins (8, 9) connected rigidly to the backrest (5) and an S-shaped body (10) which is carried by the vehicle body and whose two sides define two guide tracks (14, 15) with arcuate profiles which are engaged by the two pins (8, 9). ",1795073000409
INVENTIO AG,1991-07-08,Adjustable vehicle seat,B60N-002/24,"In this vehicle seat, the adjustment mechanism consists of two roller guides (10), a folded sliding element guide (14) and a pneumatic spring (21) which acts as an energy accumulator. Together with the centrally arranged sliding element guide (14) for the seat pan, the roller guides (10) form an adjustable three-point support. The two roller guides (10) cause the seat pan to be lowered in the rear seating area and at the same time to be adjusted forward. The sliding element guide (14) which acts as a third support point for the seat pan is constructed in such a way and guided in such a manner that during its adjustment the height of the front edge of the seat upholstery is maintained. For this purpose, sliding elements (15) are mounted in articulated fashion on the guide arm (13). During the adjustment of the seat pan, the free end of the sliding element guide (14) is moved forwards relative to the sliding elements (15). The rear end of the sliding element guide (14) moves on a rolling path (M) which is previously determined by rollers (11). In the centre of an axle (12) which connects the rollers (11) an axle element (23) is arranged on which the one end of the pneumatic spring (21) engages. The other end of the pneumatic spring (21) engages on the front carrier (3) in the centre. During the adjustment of the seat pan from the normal position into the position of rest, the force acting on the seat pan acts counter to the pneumatic spring force, in which case the energy necessary for resetting the seat is stored in the pneumatic spring (21). ",1795069000442
FUJI KIKO COMPANY LIMITED,1990-07-30,Automotive seat with walk-in mechanism,B60N-002/12,"An automotive seat structure includes a seat cushion (A) and a seat back (B) which is operable for selecting a seat back (B) reclining position at first position, for frontwardly inclined position for providing space for a passenger to pass therethrough at a second position and for orienting the seat back (B) at substantially horizontal position. The seat structure comprises a base plate (1) fixed to the seat cushion (A), a first arm (2) pivotably mounted on the base plate (1), a second arm (8) fixed to the seat back (B) of the seat, the second arm (8) being pivotally connected to the first arm (2) at one end, a first locking means for locking the first and second arms in substantially alignment with each other, a second locking means for locking the first (2) and second arms (8) locked in alignment by the first means at a selected angular position relative to the seat cushion (A) at the first position of the seat back (B), a third locking means for locking the second arm (8) while the seat back (B) is placed at the third position, and a manually operable member associated with the first arm (2) for pivotal movement therewith, the manually operable member having first component extending frontwardly and a second component extending rear wardly, the first and second components being selectively operable to a first operational position for releasing locking of the second locking means for permitting pivotal movement of the second arm (8) with the seat back (B) into the second position, and at least one of the first components being further operable to second operational position to release locking of the first means for pivoting the second arm (8) relative to the first arm (2) for establishing the third position of the seat back (B) while the locking of the second locking means is released.",1795067000232
