출원인,출원일,발명의 명칭,Original IPC All,요약,WIPS ON key
존슨 컨트롤즈 컴포넌츠 게엠베하 운트 코. 카게,2006-07-19,FITTING FOR A VEHICLE SEAT,B60N-002/235 | B60N-002/22," The invention relates to the vehicle seat, especially, the fitting for the motor vehicle sheet comprising two or more locking devices (13) which is guided by the first fitting portion (7) to the radial direction about the first fitting portion (7):, the second fitting portion (8):, which can be rotated about the first fitting portion (7) in the axis line (A) surrounding drivable eccentrics (11,111):s and the axis line (A) pivotally mounted on the axis line (A) surrounding ; it can be moved to the external radius direction under the action of eccentrics (11,111) and it incline to side about the radial direction ; and interacts by the second fitting portion (8) and external radius direction in order to lock the fitting (5) from the first fitting portion (7) to the radial direction for the outside. The fitting (5) is in the locking state ; and it inclines to the opposite direction about the locking device (13) in which one or more locking devices (13) is adjacent. ",3513102000142
현대자동차주식회사,2011-03-10,SEAT FOR VEHICLE,B60N-002/30 | B60N-002/36," The present invention relates to the seat for a car, and the freight lading in which the volume is big is facilitated to the upper end of the seat back which the dive operation of the seat cushion (31) is completed in the folding of the side sheet white (21) with folding while the center seat back (11) is folded by being together progressed . When rotating at front only the center seat back (11) it can be folded only the center seat back (11) and by nots being together progressed the dive operation of the seat cushion (31) can improve the ride comfort of the side sheet (20) seat occupant. And the supporting force between the side sheet (20) and the center sheet (10) can be strengthened and the stability of the whole sheet can be increased. ",3513112000771
현대자동차주식회사 | 기아 주식회사 | 케이비오토텍 주식회사,2010-12-09,COOL AND HOT AIR CIRCULATION SEAT MODULE IN VEHICLE,B60N-002/56 | B60N-002/44," It introduces cool and hot air circulation seat module for a vehicle which efficiently can remove the condensed water. Cool and hot air circulation seat module for a vehicle of the present invention comprise the blower unit (100): case (210) installed inside the housing (110) including the housing (110), the cool air flow load (220) the internal space of this case (210) and the separator (300) having the bent portion (310) it is connected to and installed at one side of the thermoelectric module (200) in order to maximize the absorption volume of the condensed water generated by the cooling mode execution time of the cooling-and-heating ventilation seat of the thermoelectric module (200): vehicles which includes the thermoelectric semiconductor element (240) which is built-in in the case (210) in order to divide into the warmth flow path (230), and the temperature difference of the warmth flow path (230) and cool air flow load (220). ",3513112000880
현대자동차주식회사 | 기아 주식회사 | 현대트랜시스 주식회사 | 코스파 주식회사,2011-09-29,A separable rear seatback for vehicle,B60N-002/28 | B60N-002/64," The present invention relates to the decoupling-type rear seat back of the vehicle improving the collision energy dispersion and absorption effect the weight of sheet is saved. The present invention is to provide the decoupling-type rear seat back of the polyurethane foam in the front side of the seat back and rear surface and the vehicle which arranges EPP form and it implements a new type of seat back which into one body inserts the wire assembly of the Mesh plate in the inside and in that way it can satisfy the light weight of sheet with satisfying the standard for safety of the car seat back, especially, the Europe law and ultimately can plan the vehicle rate of fuel consumption improvement. ",3513112002146
에이테크솔루션(주),2011-03-08,AN APPRATUS FOR MOVING A CAR SEAT,B60N-002/07 | B60N-002/06," The car sheet-feeding device according to the present invention has the lead screw equipped with the cork in the circumference it rotates like the worm wheel it is connected, and penetration hole equipped with the female thread in the inner circumference in the gear-box, accommodating the worm gear and worm wheel and worm wheel. And the lead screw is penetrated and set up within the penetration hole and the lead nut assembly which is transferable the opposite side is included according to the rotation of the lead screw to the axial direction of the lead screw. And the lead nut assembly includes the external cover and inner side screwnut. And it is characterized by the inner side screwnut that it is shaped within the external cover the insert injection and the gap does not exist between the external cover and inner side screwnut. In the meantime, as to the car sheet-feeding device according to the present invention, in the part-contacting the lead screw end tip of the flat spring it is characterized the lead screw does not make shaken the end tip of the lead screw is supported to the lead nut assembly side the flat spring is mounted within the gear-box, multiple around convex parts which convexly protrude to the center block part and opposite side are formed in the around the center block part the center block part which convexly protrudes towards the lead screw is formed and it is characterized in contact with the inner surface of the gear-box to support the lead screw with elasticity to the lead nut assembly side. ",3513072001346
"터치센서 테크놀로지스, 엘엘씨",2005-12-22,SEAT CONTROL SYSTEM,B60N-002/02 | B60R-016/02 | B60R-016/00," The present invention relates to the car seat control system. This system comprises the substrate in which multiple touch regions are arranged in one page and multiple electrode patterns are arranged in the opposite surface. The inner electrode of each pattern is arranged in one among touch regions. It supplies electricity to the electrodes of the pattern and each pattern is electrically connected to active electric device in which it makes radiated. The pattern can be capacitively coupled in the device. If the electric field of the inner electrode is disturbed due to the magnetic pole at the correspondence touch region vicinity the device is activated. If one is activated among devices as to the controller, sheet is moved to the desired direction. ",3513072001559
현대트랜시스 주식회사,2011-06-09,LEG REST APPARATUS FOR VEHICLE SEAT,B60N-003/06 | B60N-003/00," The present invention relates to the leg rest device for the vehicle seat, and by improving the between part bond strength the whole durability is increased. The weight reduction and cost down can be planned through the simplification of the configurated element count. In addition it can be equipped with the package which is suitable for the indoor space which is furthersmaller/narrow. ",3513072001773
현대트랜시스 주식회사,2011-06-09,LEG REST APPARATUS FOR VEHICLE SEAT,B60N-003/06 | B60N-003/00," The present invention relates to the leg rest device for the vehicle seat, and by improving the between part bond strength the whole durability is increased. The weight reduction and cost down can be planned through the simplification of the configurated element count. In addition it can be equipped with the package which is suitable for the indoor space which is furthersmaller/narrow. ",3513072001774
현대트랜시스 주식회사,2011-06-09,LEG REST APPARATUS FOR VEHICLE SEAT,B60N-003/06 | B60N-003/00," The present invention relates to the leg rest device for the vehicle seat, and by improving the between part bond strength the whole durability is increased. The weight reduction and cost down can be planned through the simplification of the configurated element count. In addition it can be equipped with the package which is suitable for the indoor space which is furthersmaller/narrow. ",3513072001775
현대트랜시스 주식회사,2011-06-09,LEG REST APPARATUS FOR VEHICLE SEAT,B60N-003/06 | B60N-003/00," The present invention relates to the leg rest device for the vehicle seat, and by improving the between part bond strength the whole durability is increased. The weight reduction and cost down can be planned through the simplification of the configurated element count. In addition it can be equipped with the package which is suitable for the indoor space which is furthersmaller/narrow. ",3513072001776
현대트랜시스 주식회사,2011-06-09,LEG REST APPARATUS FOR VEHICLE SEAT,B60N-003/06 | B60N-003/00," The present invention relates to the leg rest device for the vehicle seat, and by improving the between part bond strength the whole durability is increased. The weight reduction and cost down can be planned through the simplification of the configurated element count. In addition it can be equipped with the package which is suitable for the indoor space which is furthersmaller/narrow. ",3513072001777
현대자동차주식회사 | 기아 주식회사 | 케이비오토텍 주식회사,2010-05-28,Heating and air conditioning system for vehicle seat,B60N-002/56 | B60H-001/08 | B60N-002/44 | B60H-001/00," The present invention relates to car seat cooling and heating system. The present invention is to provide car seat cooling and heating system which include the heat exchanger making flow in the cooling or the heated air to sheet, the blower section generating the flow of air to the heat exchanger, and the positive temperature coefficient resistor and it operates the positive temperature coefficient resistor in case of adding the ten to sheet and does not operate in case of cooling sheet. The positive temperature coefficient resistor is built in the heat exchanger and heats the air supplied from the blower section. According to the invention, the power efficiency can be enhanced by efficiently performing the cooling and heating about sheet. ",3513072001935
주식회사다스,2011-05-17,SEAT RAIL LOCKING DEVICE OF VEHICLE,B60N-002/08 | B60N-002/07," The present invention relates to the seat rail locking device of the vehicle, and it is equipped in the upper rail, in which sheet is fixed and the low rail which mobiles is combined in the upper rail. It is equipped as to the seat rail locking device of the vehicle controlling the movement of the upper rail as necessary between the low rail and upper rail. It is characterized to be comprised in the lock guide: in which multiple fitting holes are formed and the multiple lock holes formed in the low rail including the lock unit: of the plurality performing the locking and unlocking action of the seat rail is inserted or it is broken away from and the lock lever for moving the lock unit and the lever guide which is fixed to the upper rail and fixes the lock lever by a hinge and the lever spring which elastically supports the lock lever. It has the effect that the lock projection of the plurality performing the locking action it is inserted according to this in the lock hole of the low rail is comprised of the respective separate part. One lock projection is fixed among multiple lock projections to the lock hole although the positional deviation is generated in the installation of the seat rail and the locking action is made. In that way the reliability toward the safety of the operator can be improved. ",3513062000901
주식회사다스,2011-05-11,RECLINING DEVICE OF VEHICLE SEAT,B60N-002/22 | B60N-002/20," The present invention relates to the reclining device of the vehicle seat, and it is comprised of the steering wheel comprised the drum having the accommodation space in one side the through-hole is formed, the socket, and as long as a pair of hooks are pressurized and the unlocking action is performed the unlocking acting portion of pair is formed. The hook is located in the other side of the drum in the socket and bond between the locking action part and unlocking acting portion and it is flown. The floating ball liver in which the hook of on operation brake spring of the recliner apparatus is flown is formed between the locking action part of the socket and unlocking acting portion of the steering wheel. It is characterized that it includes the extension between the sphere of action in which the hook can act although the hook is transformed into by load or the repetitive locking. As to the socket, the locking action part performing the locking action the hook is pressurized in one side of the drum and the brake spring in which the hook curved in both end part is formed respectively it is installed at the accommodation space of the drum are formed. It has the effect that according to this, the extension is equipped between the sphere of action formed between the unlocking acting portion and hook of the steering wheel between the sphere of action. The hook works between the sphere of action in the extension although the hook of the brake spring is transformed into and it is curved. In that way the braking power of the product is enough exhibited and it can maintain. And the to run idle. Thing of the steering wheel is minimized the manipulation feeling anger is improved. ",3513062000907
(주)엘엑스하우시스,2009-02-27,Seat back frame for vehicles,B60N-002/68 | B60N-002/44 | B60N-002/00," The car seat back frame according to a preferred embodiment of the present invention includes the first board (100) and the first, and the intervention number shift among the second board (100) (110) it is comprised of the first board (100) and the second board (110) which is welded to face each other. And characterized that the first, and the second board (100) (110) have the sandwich structure. According to the invention, multiple boards of the seat back frame has the sandwich structure through the rib or the core etc. as the form which face each other. In that way it is facilitated to maintain the shape of sheet through the transformation decrease about the bending load or plan the safety of the passenger. Moreover, the total weight of the seat back frame is reduced as multiple boards have the hollow structure through the rib and core etc. Accordingly the fuel ratio of vehicle reduction can be planned. ",3513032001473
대원강업주식회사,2011-06-10,Apparatus for automatic turning of railway vehicle seat,B61D-033/00 | B60N-002/14," The invention relates to the railway vehicle sheet automatic rotation apparatus and its purpose is to provide the railway vehicle sheet automatic rotation apparatus which can expect the improved durability with the stable the drive since it does not pass through the elastic member and the torque generated in the drive motor is like that delivered to sheet and the rotation of sheet attains. With including the base frame fixed to the railway vehicle, the rotation, the rotation restriction means, the first driving means, the second driver means, and the rotating means the railway vehicle sheet automatic rotation apparatus of the invention therefor is comprised. As to the rotation, is possible to rotate it is installed at the base frame and sheet is mounted in the top end portion. The rotation restriction means is installed at the base frame and restricts the rotation of sheet. The first driving means is installed at the base frame and operates the rotation restriction means with the operation of the drive motor and cancels the binding of sheet. The second driver means after the rotation restriction of sheet is canceled by the operation of the first driving means operates with the first driving means. The rotating means is installed in the rotation and power is directly delivered from the second driver means in contact with the second driver means and rotates the rotation. ",3513032002356
대원정밀공업(주),2011-09-06,Seat track for vehicle,B60N-002/08 | B60N-002/07," The invention relates to the vehicles seat track and its purpose is to provide the vehicles seat track improving the ride comfort and stability it prevents from the tension being generated between the locking hole and locking pin and the flow of sheet and movement track is effectively prevented in the locked state. The vehicles seat track of the invention therefor is configured to while the generate and two locking elements mutually cross each other as the longitudinal direction of the magnetic track the fastening of the locking hole and locking pin attain and be united in the locked state of the seat track between the fixed track, the movement track and locking element without the tension the contact which comprises the locking assembly which is prepared so that it bands the fixed track and movement track together or movement track lift the fastening by using two locking elements and is artificial in the locking operation between two locking elements. ",3513032002330
(주)디에스시,2011-01-07,LUMBAR SUSPENSION ASSEMBLY OF SEAT FOR VEHICLE,B60N-002/66 | B60N-002/42," The invention provides the lumber plate in which the space part is formed while it is installed at the seat back frame of the vehicle seat inside and the working example of the present invention supports the loin including the passenger etc. as the waist suspension assembly for the vehicle seat, one or more supporting wire in which both ends combined in both sides of the lumber plate it is arranged across the space part of the lumber plate is extended to the outside and the end part is combined in the seat back frame, and the waist suspension assembly for the wire binding site of pair and the vehicle seat which comprises the space part in which the upper side is opened while being formed between a pair of wire binding sites the lumber plate is extended upwardly in both sides of upper end of the base plate, and base plate one or more tension wire combined in both sides of both ends is the lumber plate it is arranged in the upper side or the lower side of the supporting wire across the space part of the lumber plate is included. ",3513052002043
포스코홀딩스 주식회사,2010-12-28,Seat Structure For Vehicle,B60N-002/44 | B60N-002/68 | B60N-002/62, The invention provides the seat structure for vehicle of being shaped to the magnesium board having a part of the part comprising the seat back frame and seat cushion frame as the seat structure for vehicle or whole is the texture through the rolling operation comprising the seat cushion frame and the seat back frame connected to the seat cushion frame this is achieved it is done by the purpose the seat structure for vehicle of being lightened is provided in comparison with the steel structure the performance such as the conventional steel structure is provided. ,3513022000362
현대자동차주식회사 | 기아 주식회사 | 현대트랜시스 주식회사,2010-12-01,Height Adjusting Apparatus For A Vehicle Seat,B60N-002/04 | B60N-002/42," The invention relates to the apparatus for braking rotary of the seat for a car frame. And as to the height adjustment device which controls the height of the sheet in the inner link module and outer link module it is comprised of the outer link module and Seat frame having the rack gear link, by being supported in the slot upper side or the lower side of the set bracket the rotation of the inner link module is to the utmost suppressed at the state where the anti-rotation link installed at the inner link module of the Seat frame it is the it comprises the anti-rotation link which is installed at the set bracket mobiles thing characterized by the other end part the one end is hinged at the height link connecting the cushion side member and set bracket in the inner link module connect the height link and set bracket in the impact of vehicle and the rotation of the Seat frame is prevented. ",3513022002205
현대트랜시스 주식회사,2010-06-18,APPARATUS FOR ADJUSTING LENGTH OF CAR SEAT,B60N-002/62 | B60N-002/18," As long as it is separately placed it introduces the length adjustment device of the seat cushion for vehicle in which mobile the cushion panel is assembled in the side bracket of pair to backward and forward. It includes backward and forward in the bottom surface of the cushion panel (300) the extended moving slot part (310), and the guide member (110) and the length adjustment device of this seat cushion is comprised of the guide unit fixed to the side bracket (200). The guide member (110) the sliding movement is possible is combined in the moving slot part (310) so that the movement of the cushion panel (300) be guided. Therefore, the left / right yaw phenomenon of the cushion panel is prevented and the cushion panel is smoothly moved. ",3513022002301
주식회사 동강홀딩스,2010-07-12,Multistage latch device of seat for vehicle,B60N-002/08 | B60N-002/005," The latch through hole which is made with the phase the combining hole is formed with multiple, and the space, which is penetrated toward the stage-stepped site of the lower side having the interval the opening in order to be formed in the Seat frame and it is jointed and fixed in the Seat frame comprised sheet with the outside by the striker as to the multi-stage latch mechanism of the fixing or the seat for a car which fixes sheet by being canceled is formed. It is protruded to the direction stage-stepped to the outside center and it is located in the site in which the phase of the spring fixing bundle in which the end part is protruded to the lower part and the base plate in which the fixing device consisting of a pair of bolt holes is formed and base plate, and the lower side are stage-stepped and top is protruded to the opening and the phase, and the down movement are made. The multi-stage latch unit which is respectively flowed in to the lower side in the formed latch through hole and in which multiple latches individually fixed to the striker put the interval and which is protruded is formed. As to the space, which is penetrated toward the stage-stepped site of the lower side, the center is open is formed as the stage-stepped site of the upper side. The lower side is stage-stepped and numerously. The lower part it is flowed in to the lower part in the spring receptacle of the latch plate, in which the spring receptacle in which the extrusion bundle is molded is comprised and latch plate the guide outlet which is the form of the slot hole perpendicularly extended due to the location such as the fixing device of the base plate is molded and the spring fixing bundle is positioned to the upper side of the guide outlet have the holder which is fixed and in which top is fixed to the spring fixing bundle of the base plate and in which the center is inserted into the latch plate to the down direction into the guide outlet of the fixing device of the spring, giving elasticity and base plate and latch plate and fixing the form inserted to the either side in the extrusion bundle. And comprised of the connector interconnecting the base plate and latch plate. Therefore, the invention relates to the revolution angle in which the latch plate in which the latch fixed to the striker is numerously comprised pulls in the base plate the elasticity has the interval when the latch fixed to the striker is fixed with being moved due to the elasticity of spring with the phase, and the interval is numerously formed and therefore sheet is fixed. Is the multi-stage. And formed and sheet can be fixed in the various angle by the striker and it boards the rear seat of the van to the posture in which the passenger is comfortable and the quality of the van is made be enhanced and the practicality exhibits the excellent the effect. ",3512522000723
유한회사 삼송,2010-10-19,A seat belt for controlling a webbing winding motor by an occupant's volume,B60R-022/48 | B60R-022/34," The configuration of receiving the body information of the passenger from the sensor installed at vehicles and including the webbing sensor estimating the body size and measures the length (hereinafter, the draw length of the webbing), the motor, and the control device is prepared for. As to the, the webbing is drawn as the invention relating to the seat in vehicle belt controlling motor to the binding power corresponding to the body size. The motor run in order to restrict the withdrawal of the webbing. The control device determines the body size of the passenger by using the draw length of the webbing and controls in order to operate motor to the binding power which is in proportion to the body size. The proper binding power fitting for the body size of the passenger with the seat in vehicle belt as described above the webbing is provided to the passenger the motor seat belt (MSB) it restricts and in that way it minimizes the secondary damage by the seat belt in the event occurrence safe. ",3512502002540
현대자동차주식회사 | 기아 주식회사,2010-12-07,Fold and dive apparatus of seat for vehicle,B60N-002/36 | B60N-002/32," The invention relates to fold and dive apparatus of seat for vehicle. And as to the fold dive apparatus of the seat cushion and the seat back connected to the connection link, it is characterized by the protrusion protruded to the seat cushion side in the folded seat back, the moving block moved with the protrusion in the folding of the seat back on the connection link, the lock plate, and the elastic member to include. Since the seat cushion is slid to front the overlap of the bolster part is minimized in the folding of the seat back between the seat back and seat cushion and it is to the utmost even the planarity of the luggage trim and the seat back folded to the seat cushion side is improved. The lock plate restricts the seat cushion while being connected to the moving block and cable and being connected and moved to top and bottom on the connection link and it lifts. As to the elastic member, both end part is installed in the seat cushion and car body and sliding the seat cushion to front. ",3512492000306
현대자동차주식회사 | 기아 주식회사,2010-12-07,BACK RECLINING DEVICE INTERCONNECTED WITH CUSHION OF SEAT FOR VEHICLE,B60N-002/22 | B60N-002/07 | B60N-002/20," The invention relates to the back reclining device interconnected with cushion of seat for vehicle. And it is characterized to include the backframe, the mainframe and the reclining locking unit, the cushion locking unit maintaining the locking of the reclining and cushion frame, and the cushion sliding unit consisting of the mainframe fixed to the car body, and the reclining frame. The reclining frame is possible in the inner side of the mainframe around the reclining hinge with the reclining. The mainframe and the reclining locking unit is connected to the reclining frame and which maintains the locking of the reclining frame and mainframe or lifted. The cushion sliding unit is connected between the cushion frame and floor panel and it operates with when the locking of the reclining locking unit is canceled and the reclining frame is reclined around the reclining hinge and moves the cushion frame to front with slide. Using this, the mechanical interlock mechanism is applied and the seat cushion operates with the seat back reclining and it makes possible. In that way the electric-powered comparison manufacturing cost can be cut down. ",3512492000307
현대자동차주식회사 | 기아 주식회사 | 대원산업 주식회사,2010-12-03,Fold and dive structure of seat for vehicle,B60N-002/36 | B60N-002/32," The present invention relates to fold and dive structure of seat for vehicle, and the connecting member connecting the cushion frame, and the recliner equipped in the supporting frame are included. And the guide frame is included in the front side of the connecting member. It is mobile in the sliding the cushion frame is united with the guide frame and the seat cushion is forced in front with sliding movement. The connecting member connecting the cushion frame is built in the seat cushion and the backframe which is built in the seat back. As to the recliner equipped in the, the downward end part of the backframe and the rotating link connecting the front end and supporting frame of the cushion frame is connected pivotally. ",3512492000309
현대자동차주식회사,2010-03-08,SHIELD COVER ASSEMBLY OF VEHICLE INTERCONNECTED WITH DEVICE FOR ADJUSTING SEAT HEIGHT,B60N-002/16 | B60N-002/44," The invention relates to the shield cover assembly of the vehicles linking with the seat height adjustability apparatus. And the sliding cover in which the penetration part through which the anchor pretensioner which can slide according to the backward and forward it is installed at the bottom surface of the shield cover body and the shield cover body: in which the slot of the long shape is formed according to backward and forward of the car body and it prevents the exposure of slot and is fixed to the cushion frame pass are formed is included. When the shield cover body moves to the upstream with the seat height adjustability apparatus the sliding cover receives power with the anchor pretensioner and it rearwards moves with sliding. It is characterized that the exposure of slot is prevented since when the shield cover body moves to the downward the sliding cover receives power with the anchor pretensioner and it moves with sliding to front. Using this, quality can be improved. It can prevent from the foreign material being flowed in. ",3512492000486
현대자동차주식회사 | 기아 주식회사 | (주)디에스시,2010-11-29,SUSPENSION ASSEMBLY OF SEAT FOR VEHICLE,B60N-002/68 | B60N-002/70," It introduces the suspension assembly of seat for vehicle providing the comfortable ride comfort for the passenger. This suspension assembly includes the lumber plate arranged in the edge part inside of the seat back frame, and the elasticity wire connecting the edge part of the seat back frame and side of the lumber plate. The elasticity wire is comprised of the first elasticity wire, and the second elasticity wire so that at least part be supported in one side of the lumber plate. As to the first elasticity wire, both end part is connected to one side head of a family geographical features part of the seat back frame. As to the second elasticity wire, both end part is connected to the other side head of a family geographical features part of the seat back frame so that at least part be supported in the other side of the lumber plate. ",3512502002499
쌍용자동차 주식회사,2010-11-17,alarm device of adjusting angle to seat back for automobile,B60N-002/44 | B60N-002/22 | B60Q-005/00," The invention relates to the alarm it concentrates with the seat back for automobile. And there is a problem that in the convention, it is unable to be protected with the slope of the seat back from the safety belt although the passenger fastened the seat belt when the impact was applied from the outside including accident etc. in case the seat in vehicle white inclined over a limit because the separate apparatus for sensing the seat in vehicle white slope was not equipped. Therefore, as for the adjusting apparatus of seat-back automobile which controls the angle of the seat back (150) is possible to rotate the hinge section (160) is installed of the invention, formed in the form of ""ㄴ"" and the upper end is adhered to the seat back (150). It is near to the hinge bracket (120) circumference of upper part of the sheet (100) and the bottom is installed at the hinge bracket (120) one side of the sheet (100) and the indigator bracket (200): moved according to the angle of the seat back (150) from the hinge bracket (120) upper end. And the signal is received from the slope detect sensor (300): sensing the gap with the moved indigator bracket (200) lower part and measures the slope according to the angle of the seat back (150) and slope detect sensor (300) and in case the seat back (150) excessively inclines the upper end is formed into the alarm sound generator and the warning lamp display unit (400) informed by the alarm or the warning lamp. And the indigator (250) into one body rotated with the indigator bracket (200) is set up in the indigator bracket (200) upper end of the seat back (150) The safety region part (510) according to the seat back (150) angle and critical regions part (520) is indicated in the hinge bracket cover unit (550) upper side of the sheet shield cover (500) which is installed in order to protect the side of the sheet (100) and hinge bracket (120). It is the thing in which the indigator (250) indicates the target position according to the gradient steepness of the seat back (150) among the safety region part (510) and critical regions part (520). ",3512492001029
현대트랜시스 주식회사,2010-02-05,Ventilation apparatus for vehicle seat,B60N-002/56 | B60N-002/44," The present invention relates to the ventilation arrangement for the vehicle seat, and it is cross section it is not changed and the fixed air of the amount is discharged as sheet. Therefore the preference of the consumer about the goods can be enhanced of the inner gateway through which air length is varied without being damaged while length is varied it is torn when doing the operation or of moving in the time doing the operation in which the seat cushion (1) and seat back (2) together move to backward and forward according to the seat rail only the seat cushion (1) pass. As to the ventilation arrangement of the present invention for achieving this, it is characterized to be comprised of the duct in which length is varied without the change of cross sectional area of the inner gateway through which air according to the movement of the seat cushion (1) pass. ",3512492001707
김석수,2011-06-29,PASSENGER SEAT HAVING FOOTREST,B60N-003/06 | B60N-003/00," The present invention relates to the passenger car sheet in which the passenger preparing for the space part spreading the leg at the seating lower side of sheet and can be foot can put and takes a seat includes the posture the foot rest apparatus for having with the number, and it is characterized to be comprised of the closing means installed at the rear surface of the foot rest space part and the foot rest space part in which it is equipped in the sheet in which the passenger takes a seat, and the lower side of sheet and the remnant side except for the rear surface is shut tightly. ",3512472001534
한온시스템 주식회사,2006-10-27,SEAT AIR CONDITIONER FOR VEHICLE,B60N-002/56 | B60N-002/44 | B60H-001/00," The present invention relates to the seat air conditioner for vehicles, and it is about the seat air conditioner for vehicles capable of the left, and the right independent control with being simple and the overall structure reducing the manufacturing cost while by utilizing the console duct the sheet coldness, and the need space for the heating being minimized and decreasing the number of component the separate blower is unnecessary in the seat side and noise is prevented more specifically, the seat hole tub is performed it supplies to the seat side and the airborne a part supplied to the back seat through the console duct is diverged Thus, as for the cooling device for a car comprising the console duct (101) having the air passage which stands alone with the left, and right with being extended and installed to the back side of the console box in the console vent (25d) of the front air conditioning system (20) in order to directly supply the discharged airborne a part to the back seat in the front air conditioning system (20) of the invention, in order to being installed at the sheet duct (120), which connects the seat passage (112) and seat in vehicle (10) of the left, with the right side connection duct (110), the left, the right side connection duct (110) in which the connection pathway (111) communicating the former, and the air passage (102a) (103a) of the rear duct (102) (103) is formed into the former, and the backward and the seat passage (112) is formed into down with dividing the console duct (101) into the front duct (102) and rear duct (103) and being combined between the divided former as described above, and the rear duct (102) (103) with the connection / and left, and the right side connection duct (110) the airborne a part which is blown to the back seat through the console duct (101) is branched off and it selectively supplies the sheet (10) or the left, and right is independently characterized by IOP of the seat passage (112) and connection pathway (111) to be made including the opening/closing means (113) which it is able to gear to the left, and right it controls. ",3512462000358
한온시스템 주식회사,2006-10-27,SEAT AIR CONDITIONER FOR VEHICLE,B60N-002/56 | B60N-002/44 | A47C-007/74 | B60H-001/00," The present invention relates to the seat air conditioner for vehicles, and it is about the seat air conditioner for vehicles improving the sheet cooling-and-heating performance while while since the console duct is utilized in the movement of sheet with the connection with the front air conditioning system being made certain and preventing the damage of the connecting duct (branch duct) by the movement of sheet the sheet coldness, and the need space for the heating being minimized and decreasing the number of component it is simple and the overall structure reduces the manufacturing cost and even when the independence cooling-and-heating of sheet is possible the space of the sheet inside is secured at the same time securing the installation space of various facilitating devices within sheet the performance of the front air conditioning system is used more specifically, the seat hole tub is performed the thermoelectric element module is set up within the branch duct and with supplying to the air which is discharged after diverging the airborne a part supplied through the console duct to the back seat through the branch duct to the seat side inlet. Thus, as for the cooling device for a car comprising the console duct (101) having the air passage which stands alone with the left, and right with being extended and installed to the back side of the console box in the console vent (25d) of the front air conditioning system (20) in order to directly supply the discharged airborne a part to the back seat in the front air conditioning system (20) of the invention It is characterized to divide the console duct (101) into the front duct (102) and rear duct (103) and comprise the divided former as described above, the opening/closing means (113) which controls IOP of the connection pathway (111) and seat passage (112) with being installed at the branch duct (120), and the sheet duct (160). As to the, the outlet (122) is formed to the sheet (10) and left, and the right side connection duct (110) in order to blow the air which passes through the seat passage (112) with being connected to the seat passage (112) to the seat in vehicle (10) side the airborne a part which is blown to the back seat through the console duct (101) is branched off and it supplies to the branch duct (120). As to the sheet duct (160), the inlet (161) is formed in the side of the sheet (10) which is in opposite directions to the outlet (122) in order to inhale the air discharged in the outlet (122) of the branch duct (120) with being installed within the seat in vehicle (10) and it blows to the passenger. ",3512462000359
대원정밀공업(주),2012-08-06,Locking device for seat track,B60N-002/08 | B60N-002/07," The invention relates to the vehicles seat track locking device, providing the magnetic track locking device which can implement the cost down by the simplification of part and the facilitate assembility as well as it rapidly and reliably performs the locking and release action about the multiple rockers. It is the thing about the magnetic track locking device including the locking assembly which is delivered the operating force of the user and is made of the operation member which vertically ascends while it overcomes the force of restitution of the return spring while rotating around the rotary shaft so that all rockers be separated from the locking hole of the fixed track while it is led to first and second guide hole while being inserted to the invention relates to the inside of the movement track through the first guide hole of a plurality of having the altitude difference it is combined in the one-side wall of the movement track and the guide member: fixing member: assembling penetration hole including multiple assembling penetration holes in one end which is extended to the top of the movement track while it puts the one-side wall of the movement track in the interval and one end is combined with the guide member equipped with the second guide hole therefor and the upper end is combined to multiple return springs and fixing members and the rotary shaft which each other isolates the spring hole member and rockers while connecting the upper end of each rocker and the spring hole member: spring hole member inserted and coupled into the assembling penetration hole while being inserted to the top of the multiple rockers: movement track maintaining the vertical state and the intervening space which is in opposite directions of the fixing member done by the technical point. ",3512462002671
한온시스템 주식회사,2006-10-27,SEAT AIR CONDITIONER FOR VEHICLE,B60N-002/56 | B60N-002/44 | A47C-007/74 | B60H-001/00," The present invention relates to the seat air conditioner for vehicles, and it is about the seat air conditioner for vehicles improving the sheet cooling-and-heating performance with while being simple and the overall structure reducing the manufacturing cost while by utilizing the console duct the sheet coldness, and the need space for the heating being minimized and decreasing the number of component even when the independence cooling-and-heating of sheet is possible the space of the sheet inside being secured and securing the installation space of various facilitating devices within sheet the performance of the front air conditioning system is additionally used more specifically, the seat hole tub is performed the thermoelectric element module is set up in the diverging point and supplying to the seat side with the airborne a part supplied to the back seat through the console duct being diverged Thus, as for the cooling device for a car comprising the console duct (101) having the air passage which stands alone with the left, and right with being extended and installed to the back side of the console box in the console vent (25d) of the front air conditioning system (20) in order to directly supply the discharged airborne a part to the back seat in the front air conditioning system (20) of the invention It is characterized to be made including the heat transfer means (130) heat-exchanging the air dividing the console duct (101) into the front duct (102) and rear duct (103) and is installed at the divided former as described above, and the downstream side of the opening/closing means (113) which controls IOP of the connection pathway (111) and seat passage (112) with being installed at the sheet duct (120), which connects the seat passage (112) and seat in vehicle (10) and left, and the right side connection duct (110) the airborne a part which is blown to the back seat through the console duct (101) is branched off and it selectively supplies the sheet (10), and seat passage (112) and passes through the seat passage (112). ",3512462000357
